iseq,war,campn,engagem,atkr,atk_cmdr,defr,def_cmdr,date,long,lat,dist_att,dist_def,elev_mean_h,elev_min_h,elev_max_h,elev_var_h,elev_sd_h,elev_mean_l,elev_min_l,elev_max_l,elev_var_l,elev_sd_l,a_frontage,d_frontage,soft_ar,tree_ar,river,wet,overcast,temp,unit_ar,unit_cp,unit_dv,unit_rg,amilpert,dmilpert,ffr,afsr,dfsr,frontat,envelop,defoff,surprise,fort,a_tks_to,a_tks_lt,a_tks_mb,a_sortie,a_arty,d_tks_to,d_tks_lt,d_tks_mb,d_sortie,d_arty,a_democ,d_democ,a_prisec,d_prisec,a_coup5,d_coup5,duration,acas_per,dcas_per,ler,ln_ler,a_advance,rtadv
410,WORLD WAR II (ITALY 1943-1944),VOLTURNO,CANAL I,BR 7TH ARMD DIV,MG ERSKINE,GER 15TH PZ GR DIV (-),MG RODT,1943.795,14.1068,41.1259,1401219.878,1268599.692,13.8068,4,37,41.97225796,6.4786,63.6667,29,122,2582.3333,50.8167,9,9,0,0,1,1,1,1,0,0,1,0,14600,8138,1.794052593,1622.222222,904.2222222,0,0,0,0,0,158,3,155,0,68,40,0,40,0,45,10,0,1072,1252,0,0,2,125,45,2.7778,1.0217,29000,0.5
411,WORLD WAR II (ITALY 1943-1944),VOLTURNO,MONTE GRANDE (VOLTURNO),BR 56TH INF DIV (ELMS),MG TEMPLER,GER HERMANN GOERING PZ DIV(1/2),MG SCHMALTZ,1943.792,14.239,41.2148,1397266.886,1258953.989,399.9964,68,859,41486.23491,203.6817,235.4,123,365,13200.3,114.8926,9,9,0,0.464170642,0,1,1,1,0,0,1,0,16400,7239,2.265506285,1822.222222,804.3333333,1,0,0,0,0,73,1,72,48,112,22,0,22,0,49,10,0,1072,1252,0,0,2,200,66,3.0303,1.1087,31000,1.2
412,WORLD WAR II (ITALY 1943-1944),VOLTURNO,CANAL II,BR 46TH INF DIV(+),MG HAWKESWORTH,GER 15TH PZ GR DIV(1/2),MG RODT,1943.797,14.1526,41.1317,1402130.961,1268034.12,23.2985,8,50,113.379904,10.648,182,29,365,27561.5,166.0166,9,9,0,0,1,1,1,1,0,0,1,0,17500,8128,2.153051181,1944.444444,903.1111111,0,0,0,0,0,51,0,51,26,168,39,0,39,3,45,10,0,1072,1252,0,0,3,220,138,1.5942,0.4664,32000,1.1
413,WORLD WAR II (ITALY 1943-1944),VOLTURNO,FRANCOLISE,BR 7TH ARMD DIV,MG ERSKINE,GER 15TH PZ GR DIV(1/2),MG RODT,1943.803,14.0574,41.186,1394147.889,1261831.774,63.1591,27,173,789.6605808,28.1009,133,29,365,18503.5,136.0276,6.4,6.4,0,0,0,1,1,1,0,0,1,0,14000,8088,1.730959446,2187.5,1263.75,1,0,0,0,0,158,3,155,0,68,39,0,39,0,45,10,0,1072,1252,0,0,3,75,44,1.7045,0.5333,33000,1.6
414,WORLD WAR II (ITALY 1943-1944),VOLTURNO,SANTA MARIA OLIVETO,US 34TH INF DIV(+),MG RYDER,GER 3RD PZ GR DIV(-)(+),MG BAADE,1943.844,14.0997,41.5219,5081050.002,1224525.78,328.8163,202,562,16301.36526,127.6768,464.5,336,593,33024.5,181.7264,4.8,4.8,0,0.057992245,0,0,0,1,0,0,1,0,16870,6321,2.668881506,3514.583333,1316.875,1,0,1,0,0,106,17,89,83,92,30,0,30,48,41,10,0,2220,1252,0,0,2,416,185,2.2486,0.8103,32000,1.6
415,WORLD WAR II (ITALY 1943-1944),VOLTURNO,MONTE CAMINO I,BR 56TH INF DIV,MG TEMPLER,GER 15TH PZ GR DIV(1/2),MG RODT,1943.847,13.9218,41.3926,1370935.544,1238648.239,350.9892,21,825,61217.00279,247.4207,369,347,391,968,31.1127,5,5,0,0.254073268,0,1,1,1,0,0,1,0,19513,6750,2.890814815,3902.6,1350,1,0,0,0,1,45,1,44,90,160,38,0,38,14,41,10,0,1072,1252,0,0,3,240,33,7.2727,1.9841,33000,1.6
416,WORLD WAR II (ITALY 1943-1944),VOLTURNO,MONTE LUNGO,US 3RD INF DIV,MG TRUSCOTT,GER 3RD PZ GR DIV(1/2),MG BAADE,1943.849,13.9527,41.439,5072358.02,1233524.749,231.3617,42,1018,39265.52292,198.1553,365,345,391,445.3333,21.1029,6,6,0,0.119912327,0,0,0,1,0,0,1,0,16600,6566,2.528175449,2766.666667,1094.333333,1,0,0,0,1,106,17,89,238,110,54,0,54,48,50,10,0,2220,1252,0,0,2,361,142,2.5423,0.9331,32000,1.6
417,WORLD WAR II (ITALY 1943-1944),VOLTURNO,POZZILLI,US 45TH INF DIV,MG MIDDLETON,GER 3RD PZ GR DIV,MG BAADE,1943.849,14.0634,41.5125,5078972.766,1225510.672,431.19,173,865,40575.97865,201.4348,495.1667,336,751,30731.3667,175.3036,8,8,0,0.287652818,0,1,1,1,0,0,1,0,17404,6566,2.650624429,2175.5,820.75,1,0,0,0,1,106,17,89,18,110,54,0,54,146,50,10,0,2220,1252,0,0,2,155,25,6.2,1.8245,29000,0.4
418,WORLD WAR II (ITALY 1943-1944),VOLTURNO,MONTE CAMINO II,GER 15TH PZ GR DIV(1/2),MG RODT,BR 56TH INF DIV(1/3),MG TEMPLER,1943.855,13.9151,41.4012,1237682.724,1369936.524,329.5,223,436,22684.48663,150.6137,369,347,391,968,31.1127,0.5,0.5,0,0,0,1,1,1,0,0,1,0,7942,5200,1.527307692,15884,10400,1,0,0,0,0,40,0,40,19,41,0,0,0,24,112,0,10,1252,1072,0,0,3,34,310,0.1097,-2.2102,29000,0.3
419,WORLD WAR II (ITALY 1943-1944),VOLTURNO,MONTE ROTONDO,US 3RD INF DIV(-),MG TRUSCOTT,GER 3RD PZ GR DIV(1/2),MG BAADE,1943.855,13.8286,41.5163,5065949.783,1224773.521,213.6813,41,664,35610.25637,188.7068,437,101,943,128088,357.8938,4.5,4.5,0,0,0,1,1,1,0,0,1,0,16350,7942,2.058675397,3633.333333,1764.888889,1,0,1,0,1,106,17,89,132,106,42,0,42,58,53,10,0,2220,1252,0,0,3,165,118,1.3983,0.3353,29000,0.3
420,WORLD WAR II (ITALY 1943-1944),VOLTURNO,CALABRITTO,BR 46TH INF DIV(+),MG HAWKESWORTH,GER 15TH PZ GR DIV(-)(+),MG RODT,1943.918,15.2182,40.7863,1467678.118,1309666.286,463.8571,347,733,12633.35536,112.3982,619,619,619,0,0,2,2,0,1,0,1,1,1,0,0,1,0,17765,7588,2.341196626,8882.5,3794,1,0,0,0,1,51,0,51,26,130,12,0,12,0,37,10,0,1072,1252,0,0,0.9792,250,20,12.5,2.5257,29000,0.7
421,WORLD WAR II (ITALY 1943-1944),VOLTURNO,MONTE CAMINO III,BR 56TH INF DIV,MG TEMPLER,GER 15TH PZ GR DIV(1/4),MG RODT,1943.921,13.9412,41.3965,1371195.37,1238239.192,526.6667,248,825,47208.68636,217.2756,391,391,391,0,0,2,2,0,0.467717723,0,1,1,1,0,0,1,0,20744,3288,6.309002433,10372,1644,1,0,1,0,1,0,0,0,156,140,12,0,12,0,34,10,0,1072,1252,0,0,3.5,550,141,3.9007,1.3612,32000,1.2
422,WORLD WAR II (ITALY 1943-1944),VOLTURNO,MONTE MAGGIORE,US 36TH INF DIV(-),MG WALKER,GER 15TH PZ GR DIV(1/4),MG RODT,1943.921,13.9648,41.4747,5073253.846,1229568.335,345,345,345,0,0,345,345,345,0,0,1,1,0,0,0,1,1,1,0,0,1,0,5551,3288,1.688260341,5551,3288,1,0,0,0,1,0,0,0,221,152,12,0,12,0,34,10,0,2220,1252,0,0,1.0208,80,20,4,1.3863,31000,2.4
423,WORLD WAR II (ITALY 1943-1944),ANZIO,APRILIA I,BR 1ST INF DIV,MG PENNEY,GER 3RD PZ GR DIV(1/2)(+),LG GRAESER,1944.068,12.6336,41.5903,1312777.558,1217102.011,67.1751,44,100,141.3055238,11.8872,7.25,1,23,110.9167,10.5317,7,7,0,0,0,1,1,1,0,0,1,0,19350,6750,2.866666667,2764.285714,964.2857143,1,0,0,1,0,71,0,71,0,242,46,0,46,28,66,10,0,1072,1252,0,0,2,1158,130,8.9077,2.1869,33000,2.4
424,WORLD WAR II (ITALY 1943-1944),ANZIO,THE FACTORY,GER 3RD PZ GR DIV,LG GRAESER,BR 1ST INF DIV,MG PENNEY,1944.074,12.6525,41.6086,1215028.892,1311635.073,82.265,50,123,328.7839298,18.1324,9,1,23,148,12.1655,7,7,0,0,0,0,0,0,0,0,1,0,15317,17976,0.852080552,2188.142857,2568,1,0,0,0,0,92,0,92,50,130,71,0,71,33,242,0,10,1252,1072,0,0,1,366,62,5.9032,1.7755,28000,0
425,WORLD WAR II (ITALY 1943-1944),ANZIO,CAMPOLEONE,BR 1ST INF DIV,MG PENNEY,GER 3RD PZ GR DIV,LG GRAESER,1944.079,12.6498,41.6459,1308066.798,1210884.517,122.9348,40,364,3485.957764,59.042,27.5,2,111,1758.3,41.9321,11,11,0,0,0,0,0,0,0,0,1,0,17766,15098,1.176712147,1615.090909,1372.545455,1,0,0,0,0,71,0,71,16,242,92,0,92,30,123,10,0,1072,1252,0,0,0.7847,742,221,3.3575,1.2112,30000,2.3
426,WORLD WAR II (ITALY 1943-1944),ANZIO,CAMPOLEONE COUNTERATTACK,GER 3RD PZ GR DIV(+),LG GRAESER,BR 1ST INF DIV(1/3)(+),MG PENNEY,1944.093,12.6503,41.6467,1210794.536,1308007.19,124.6539,40,364,3641.253512,60.3428,27.5,2,111,1758.3,41.9321,11,11,0,0,0,0,0,1,0,0,1,0,26029,9834,2.646837503,2366.272727,894,0,0,0,0,0,107,0,107,53,222,35,0,35,44,122,0,10,1252,1072,0,0,1.2292,1318,1450,0.909,-0.0954,31000,2
427,WORLD WAR II (ITALY 1943-1944),ANZIO,CARROCETO,GER 3RD PZ GR DIV(+),LG GRAESER,BR 1ST INF DIV,MG PENNEY,1944.104,12.6345,41.5981,1216232.482,1312074.552,72.2313,44,114,270.8789306,16.4584,7.25,1,23,110.9167,10.5317,8,8,0,0,0,0,0,0,0,0,1,0,26490,4515,5.867109635,3311.25,564.375,1,0,1,0,0,107,0,107,18,221,139,0,139,7,82,0,10,1252,1072,0,0,0.8333,341,369,0.9241,-0.0789,29000,1.4
428,WORLD WAR II (ITALY 1943-1944),ANZIO,MOLETTA RIVER DEFENSE,GER 65TH INF DIV(2/3)(+),LG PFEIFFER,US 45TH INF DIV(+),MG EAGLES,1944.104,12.6317,41.5713,1219219.512,4999803.783,71.5,57,77,33.49978641,5.7879,2,1,3,2,1.4142,3.2,3.2,0,0,1,0,0,0,0,0,1,0,7418,5000,1.4836,2318.125,1562.5,0,0,0,0,0,27,0,27,9,58,0,0,0,7,76,0,10,1252,2220,0,0,3,167,107,1.5607,0.4452,32000,1.4
429,WORLD WAR II (ITALY 1943-1944),ANZIO,APRILIA II,GER 3RD PZ GR DIV(+),LG GRAESER,BR 1ST INF DIV(+),MG PENNEY,1944.107,12.6576,41.5747,1218790.443,1314960.78,61,56,67,14.66660209,3.8297,2,1,3,2,1.4142,2,2,0,0,0,0,0,0,0,0,1,0,27518,17730,1.552058658,13759,8865,1,0,0,0,0,113,0,113,0,223,100,0,100,121,226,0,10,1252,1072,0,0,0.5417,270,311,0.8682,-0.1414,29000,0.6
430,WORLD WAR II (ITALY 1943-1944),ANZIO,FACTORY COUNTERATTACK,US 45TH INF DIV(+),MG EAGLES,GER 715TH LT INF DIV(+),LG HILDEBRANDT,1944.115,12.6613,41.596,5001612.919,1216413.63,70.9286,60,80,44.37957924,6.6618,13,3,23,200,14.1421,2,2,0,0,0,1,1,1,0,0,1,0,13400,7077,1.89345768,6700,3538.5,1,0,0,0,1,70,0,70,7,155,28,0,28,0,102,10,0,2220,1252,0,0,0.6042,101,206,0.4903,-0.7128,28000,0
431,WORLD WAR II (ITALY 1943-1944),ANZIO,BOWLING ALLEY,GER 74TH PZ CORPS(-)(+),GEN MACKENSEN,US 45TH INF DIV(+),MG EAGLES,1944.129,12.6652,41.5694,1219365.498,5001652.479,62.1671,36,92,139.2494402,11.8004,10,1,23,121,11,9.6,9.6,0,0,0,0,0,1,0,1,0,0,41974,20496,2.047911788,4372.291667,2135,1,0,1,2,1,201,0,201,335,317,106,17,89,1270,184,0,10,1252,2220,0,0,2.0486,2238,1018,2.1984,0.7877,30000,0.7
432,WORLD WAR II (ITALY 1943-1944),ANZIO,MOLETTA RIVER II,GER 65TH INF DIV(2/3)(+),GEN PFEIFFER,BR 56TH INF DIV(-),MG TEMPLER,1944.129,12.5952,41.5738,1219015.905,1313168.74,57.5345,37,77,87.76129761,9.3681,2,1,3,1,1,4,4,0,0,1,0,0,0,0,0,1,0,21478,9761,2.200389304,5369.5,2440.25,0,0,1,2,1,24,0,24,45,167,59,0,59,58,185,0,10,1252,1072,0,0,4,1451,1693,0.8571,-0.1542,30000,0.5
433,WORLD WAR II (ITALY 1943-1944),ANZIO,FIOCCIA,GER 114TH LT INF DIV(+),LG BOURQUIN,US 45TH INF DIV,MG EAGLES,1944.142,12.6704,41.58,1218176.303,5002011.765,65.9817,41,92,139.736041,11.821,9,1,23,148,12.1655,8,8,0,0,0,1,1,1,0,0,1,0,15637,19613,0.797277316,1954.625,2451.625,1,0,0,0,1,45,0,45,170,164,106,17,89,178,187,0,10,1252,2220,0,0,3,265,403,0.6576,-0.4192,28000,0
434,WORLD WAR II (ITALY 1944),ROME,SANTA MARIA INFANTE,US 88TH INF DIV(+),MG SLOAN,GER 94TH INF DIV(-)(+),MG STEINMETZ,1944.359,13.7421,41.2911,5059759.799,1249759.321,134.7639,7,953,25085.93493,158.3854,141.5,141,142,0.5,0.7071,7.5,7.5,0,0,0,0,0,1,0,0,1,0,18702,9250,2.021837838,2493.6,1233.333333,1,0,0,1,1,249,51,198,109,160,34,0,34,0,123,10,0,2220,1252,0,0,1.0208,531,1035,0.513,-0.6674,30000,1.6
435,WORLD WAR II (ITALY 1944),ROME,SAN MARTINO,US 85TH INF DIV(+),MG COULTER,GER 94TH INF DIV(-),MG STEINMETZ,1944.359,13.7245,41.2627,5058615.848,1252906.686,43.4031,-1,202,1949.363783,44.1516,85.5,3,142,4649.6667,68.1885,5.5,5.5,0,0,0,0,0,1,0,0,1,0,17970,8141,2.207345535,3267.272727,1480.181818,1,0,0,1,1,107,17,90,54,160,21,0,21,0,76,10,0,2220,1252,0,0,0.9792,1974,720,2.7417,1.0086,29000,0.6
436,WORLD WAR II (ITALY 1944),ROME,CASTELLONORATO,US 85TH INF DIV(+),MG COULTER,GER 94TH INF DIV(-)(+),MG STEINMETZ,1944.367,13.6817,41.2826,5056352.804,1250661.272,213.2444,12,957,51321.32307,226.5421,180,141,219,3042,55.1543,5,5,0,0,0,0,0,1,0,0,1,0,16458,7500,2.1944,3291.6,1500,1,0,0,0,1,124,34,90,40,154,21,0,21,0,73,10,0,2220,1252,0,0,0.875,537,442,1.2149,0.1947,30000,2
437,WORLD WAR II (ITALY 1944),ROME,SPIGNO,US 88TH INF DIV(+),MG SLOAN,GER 94TH INF DIV(-)(+),MG STEINMETZ,1944.367,13.7314,41.3053,5059248.652,1248170.251,181.1955,16,953,46837.74625,216.4203,141.5,141,142,0.5,0.7071,5.5,5.5,0,0,0,0,0,1,0,0,1,0,18308,8215,2.228606208,3328.727273,1493.636364,1,0,0,0,0,249,51,198,31,166,40,0,40,0,128,10,0,2220,1252,0,0,0.4583,343,730,0.4699,-0.7553,29000,2.4
438,WORLD WAR II (ITALY 1944),ROME,FORMIA,US 85TH INF DIV(+),MG COULTER,GER 94TH INF DIV(2/3)(+),MG STEINMETZ,1944.373,13.6061,41.2564,5051998.158,1253535.191,67.0678,-1,437,16845.10665,129.7887,174.5,-37,536,71741.6667,267.8463,4,4,0,0,0,0,0,1,0,0,1,0,23190,7627,3.040513964,5797.5,1906.75,1,0,0,0,0,225,68,157,0,159,30,0,30,0,58,10,0,2220,1252,0,0,3,405,721,0.5617,-0.5768,37000,2.9
439,WORLD WAR II (ITALY 1944),ROME,MONTE GRANDE (ROME),US 88TH INF DIV(-)(+),MG SLOAN,GER 94TH INF DIV(-)(+),MG STEINMETZ,1944.375,12.7162,42.2567,5009619.656,1142803.285,311.1953,50,865,37246.91563,192.9946,449.8333,190,606,25111.3667,158.4657,9,9,0,0.417812166,0,0,0,1,0,0,1,0,13095,4563,2.869822485,1455,507,1,0,0,0,0,130,34,96,6,132,23,0,23,0,40,10,0,2220,1252,0,0,1.6458,203,332,0.6114,-0.4919,30000,1.2
440,WORLD WAR II (ITALY 1944),ROME,ITRI-FONDI,US 88TH INF DIV(+),MG SLOAN,GER 94TH INF DIV(-)(+),MG STEINMETZ,1944.384,13.4325,41.3564,5042941.304,1242359.224,103.1923,0,540,18804.30779,137.1288,415.25,188,752,61120.9167,247.2264,6,6,0,0,0,0,0,1,0,0,1,0,17912,6653,2.692319254,2985.333333,1108.833333,1,0,0,0,0,104,28,76,8,126,26,0,26,32,40,10,0,2220,1252,0,0,3,257,380,0.6763,-0.3911,30000,0.6
441,WORLD WAR II (ITALY 1944),ROME,TERRACINA,US 85TH INF DIV(-)(+),MG COULTER,GER 94TH INF DIV(-)(+),MG STEINMETZ,1944.389,13.2489,41.2912,5032347.378,1249651.846,71.4452,-30,595,22958.3407,151.5201,166.4444,-1,428,21351.0278,146.1199,15,15,0,0,0,0,0,1,0,0,1,0,18030,6653,2.710055614,1202,443.5333333,1,0,0,0,0,131,34,97,6,148,26,0,26,0,40,10,0,2220,1252,0,0,1.3542,287,380,0.7553,-0.2807,30000,1.6
442,WORLD WAR II (ITALY 1944),ROME,MOLETTA OFFENSIVE,BR 5TH INF DIV(+),MG GREGSON-ELLIS,GER 4TH PARA DIV,COL TRETTNER,1944.392,12.55,41.5785,1311372.676,1218590.073,22.7987,-42,77,1179.111979,34.3382,-8.2,-48,3,495.7,22.2643,8.5,8.5,0,0,1,1,1,1,0,0,1,0,17345,12569,1.379982497,2040.588235,1478.705882,0,0,1,0,1,35,0,35,16,100,0,0,0,0,92,10,0,1072,1252,0,0,0.8056,234,468,0.5,-0.6931,28000,0
443,WORLD WAR II (ITALY 1944),ROME,ANZIO-ALBANO ROAD,BR 1ST INF DIV(+),MG PENNEY,GER 65TH INF DIV,MG ZIEHLBERG,1944.392,12.6236,41.4802,1322802.652,1229370.364,29.9015,-31,70,732.790314,27.0701,-11,-34,1,397,19.9249,6,6,0,0,0,1,1,1,0,0,1,0,17313,11343,1.526315789,2885.5,1890.5,1,0,1,0,1,36,0,36,35,100,19,0,19,0,96,10,0,1072,1252,0,0,2,194,107,1.8131,0.595,28000,0
444,WORLD WAR II (ITALY 1944),ROME,ANZIO BREAKOUT,US 1ST INF DIV(+),MG HARMON,GER 3RD PZ GR DIV(-)(+),MG BAADE,1944.392,12.6357,41.5538,4999910.333,1221158.409,67.7527,50,85,69.57895396,8.3414,1,1,1,0,0,5.6,5.6,0,0,0,1,1,1,0,0,1,0,22374,12815,1.745922747,3995.357143,2288.392857,1,0,0,2,1,424,152,272,247,152,89,0,89,0,107,10,0,2220,1252,0,0,1.6875,710,1355,0.524,-0.6463,36000,4.8
445,WORLD WAR II (ITALY 1944),ROME,CISTERNA,US 3RD INF DIV(+),MG O'DANIEL,GER 362ND INF DIV (3/5)(+),LG GREINER,1944.392,12.8201,41.5986,5010453.107,1215850.877,87.7273,50,132,559.5164468,23.6541,125.75,21,316,16994.9167,130.3646,7.8,7.8,0,0,0,1,1,1,0,0,1,0,19971,11928,1.674295775,2560.384615,1529.230769,1,0,0,2,1,106,17,89,150,201,49,0,49,0,85,10,0,2220,1252,0,0,1.6667,1524,1617,0.9425,-0.0592,36000,4.8
446,WORLD WAR II (ITALY 1944),ROME,SEZZE,US 85TH INF DIV(+),MG COULTER,GER 29TH PZ GR DIV(1/2),MG FRIES,1944.397,13.0589,41.4986,5023066.137,1226690.95,199.8226,-1,1212,63596.36636,252.1832,302.875,38,572,38560.6964,196.3688,14,14,0,0.006539764,0,0,0,1,0,0,1,0,17925,6957,2.576541613,1280.357143,496.9285714,1,0,0,0,0,110,17,93,8,138,52,0,52,0,88,10,0,2220,1252,0,0,3,162,227,0.7137,-0.3374,44000,5.3
447,WORLD WAR II (ITALY 1944),ROME,VELLETRI,US 1ST ARMD DIV,MG HARMON,GER 362ND INF DIV & 3RD PZ GR DIV(1/8)(+),LG GREINER,1944.4,12.778,41.6913,5008744.774,1205602.263,332.6629,117,862,31300.8987,176.9206,118.5,3,316,9479.1667,97.361,14,14,0,0.190733359,0,0,0,1,0,0,1,0,20683,12327,1.677861605,1477.357143,880.5,1,0,0,-1,1,462,158,304,8,92,65,0,65,0,64,10,0,2220,1252,0,0,0.2708,767,1319,0.5815,-0.5421,29000,1.6
448,WORLD WAR II (ITALY 1944),ROME,CAMPOLEONE,US 45TH INF DIV(+),MG EAGLES,GER 65TH INF DIV,MG ZIEHLBERG,1944.4,12.6499,41.646,5001317.262,1210873.196,120.0506,70,198,858.9061104,29.3071,39.5,3,111,2353,48.5077,6.5,6.5,0,0,0,0,0,1,0,0,1,0,19047,10593,1.7980742,2930.307692,1629.692308,1,0,1,0,1,102,13,89,0,97,19,0,19,0,106,10,0,2220,1252,0,0,3,517,580,0.8914,-0.115,32000,1.1
449,WORLD WAR II (ITALY 1944),ROME,VILLA CROCETTA,US 34TH INF DIV(+),MG RYDER,GER 3RD PZ GR DIV(7/8)(+),MG BAADE,1944.403,12.6976,41.6747,5004163.786,1207589.404,245.7303,133,458,5388.514242,73.4065,39.5,3,111,2353,48.5077,5,5,0,0,0,0,0,1,0,0,1,0,18000,13715,1.312431644,3600,2743,1,0,1,0,1,102,13,89,0,93,71,0,71,0,117,10,0,2220,1252,0,0,2,263,598,0.4398,-0.8214,29000,0.5
450,WORLD WAR II (ITALY 1944),ROME,ARDEA,BR 5TH INF DIV,MG GREGSON-ELLIS,GER 4TH PARA DIV(2/3),COL TRETTNER,1944.406,12.5155,41.6118,1307214.932,1214963.812,20.0743,-35,65,792.0059348,28.1426,-10.5,-48,3,625.6667,25.0133,9,9,0,0,1,0,0,1,0,0,1,0,15557,7659,2.031205118,1728.555556,851,0,0,0,0,1,35,0,35,0,104,0,0,0,0,64,10,0,1072,1252,0,0,3,245,374,0.6551,-0.423,35000,2.1
451,WORLD WAR II (ITALY 1944),ROME,FOSSO DI CAMPOLEONE,US 1ST ARMD DIV & 45TH INF DIV(+),MG HARMON,GER 3RD PZ GR DIV(1/2)(+),MG BAADE,1944.408,12.6125,41.6582,4999322.869,1209591.187,118.8158,29,344,3929.334003,62.6844,27.5,2,111,1758.3,41.9321,11,11,0,0,0,0,0,1,0,0,1,0,29711,15801,1.88032403,2701,1436.454545,1,0,1,0,1,281,77,204,35,146,100,0,100,11,117,10,0,2220,1252,0,0,3,1304,1379,0.9456,-0.0559,31000,0.9
452,WORLD WAR II (ITALY 1944),ROME,LANUVIO,US 34TH INF DIV(-),MG RYDER,GER 3RD PZ GR DIV(1/2),MG BAADE,1944.408,12.6976,41.6747,5004163.786,1207589.404,248.3438,164,364,2837.586361,53.269,67,23,111,3872,62.2254,3,3,0,0,0,0,0,1,0,0,1,0,17300,6108,2.832351015,5766.666667,2036,1,0,1,0,1,0,0,0,371,94,46,0,46,11,61,10,0,2220,1252,0,0,4,825,698,1.1819,0.1672,31000,0.6
453,WORLD WAR II (ITALY 1944),ROME,LARIANO,US 85TH INF DIV(+),MG COULTER,GER HERMANN GOERING PZ DIV(1/3)(+),MG SCHMALTZ,1944.416,12.8316,41.7259,5011963.069,1201667.737,366.7556,260,753,11072.11122,105.2241,177,139,215,2888,53.7401,5,5,0,0.033787667,0,0,0,1,0,0,1,0,22641,13012,1.740009222,4528.2,2602.4,1,0,0,0,0,106,17,89,66,115,30,0,30,1,112,10,0,2220,1252,0,0,1.1042,329,1178,0.2793,-1.2755,31000,2.2
454,WORLD WAR II (ITALY 1944),ROME,VIA ANZIATE,US 45TH INF DIV(+),MG EAGLES,GER 65TH INF DIV(2/3)(+),MG ZIEHLBERG,1944.416,12.6482,41.6426,5001199.657,1211254.785,119.1724,94,151,204.004089,14.283,13,3,23,200,14.1421,4,4,0,0,0,0,0,1,0,0,1,0,23604,19255,1.225863412,5901,4813.75,1,0,1,0,1,156,17,139,38,121,35,0,35,2,202,10,0,2220,1252,0,0,1.2569,316,884,0.3575,-1.0287,29000,0.4
455,WORLD WAR II (ITALY 1944),ROME,VALMONTONE,US 3RD INF DIV(+),MG O'DANIEL,GER HERMANN GOERING PZ DIV(2/3)(+),MG SCHMALTZ,1944.416,12.9179,41.7771,5017118.247,1195849.123,300.9722,239,356,991.0155842,31.4804,249.5,188,311,7564.5,86.9741,5.5,5.5,0,0,0,0,0,1,0,0,1,0,26607,10111,2.631490456,4837.636364,1838.363636,1,0,1,0,0,126,7,119,121,146,31,0,31,0,110,10,0,2220,1252,0,0,1.2917,710,568,1.25,0.2231,32000,2.6
456,WORLD WAR II (ITALY 1944),ROME,TARTO-TIBER,BR 1ST INF DIV & 5TH INF DIV(+),MG PENNEY,GER 4TH PARA DIV,COL TRETTNER,1944.422,12.295,41.7607,1286640.055,1198979.074,3.3657,-26,20,35.21116921,5.9339,-26.5,-103,2,2613.6667,51.124,7,7,0,0,0,0,0,1,0,0,1,0,38011,10855,3.501704284,5430.142857,1550.714286,1,0,0,0,1,71,0,71,3,200,0,0,0,0,125,10,0,1072,1252,0,0,2,572,850,0.6729,-0.3961,33000,2.4
457,WORLD WAR II (ITALY 1944),NORTH ITALIAN,IL GIOGIO PASS,US 85TH INF DIV(+),MG COULTER,GER 12TH PARA RGT,GEN SCHLEMM,1944.701,11.4714,44.0863,4960116.578,944693.2477,807.1552,610,1050,13791.33153,117.4365,645.75,541,744,7052.9167,83.9816,4,4,0,1,0,0,0,1,0,0,1,0,15721,3700,4.248918919,3930.25,925,1,0,0,0,1,70,17,53,100,145,0,0,0,0,29,10,0,2220,1252,0,0,5,560,560,1,0,32000,0.8
458,WORLD WAR II (EUROPEAN THEATER),NORMANDY,ST. LO,US 29TH INF DIV(+),MG GERHARDT,GER 352ND INF DIV (ELMS) & 3RD PARA DIV (ELMS),GEN MEINDL,1944.526,1.09,49.1156,4494887.415,783632.0072,121.4811,27,151,901.860961,30.031,108.6667,64,138,536.25,23.1571,12,12,0,0,0,0,1,1,0,0,1,0,18228,7500,2.4304,1519,625,1,0,1,0,1,107,17,90,33,120,23,0,23,3,84,10,0,2220,1252,0,0,8,2777,2350,1.1817,0.167,36000,1
459,WORLD WAR II (EUROPEAN THEATER),NORMANDY,OPERATION GOODWOOD,BR 2ND ARMY,LG DEMPSEY,GER 86TH CORPS(+),GEN EBERBACH,1944.545,-0.2943,49.123,265635.8454,851540.1161,47.2262,1,135,824.5282532,28.7146,51.0714,19,118,923.456,30.3884,21,21,0,0,0,0,0,1,1,0,0,0,118000,28000,4.214285714,5619.047619,1333.333333,1,0,0,1,1,1277,189,1088,4500,720,219,0,219,25,292,10,0,1072,1252,0,0,2.5,5537,7500,0.7383,-0.3035,36000,3.2
460,WORLD WAR II (EUROPEAN THEATER),NORMANDY,OPERATION COBRA,US 7TH CORPS,MG COLLINS,GER 84TH CORPS(-) & 2ND PARA CORPS(-),LG CHOLITZ,1944.562,-1.108,49.1112,4376513.527,892912.4878,71.2883,17,138,648.0130272,25.4561,91.8333,55,130,782.1667,27.9672,11,11,0,0,0,0,0,1,0,1,0,0,126000,30700,4.104234528,11454.54545,2790.909091,1,0,0,0,1,650,176,474,800,792,62,0,62,0,318,10,0,2220,1252,0,0,3,1510,5000,0.302,-1.1973,45000,5.6
